sz=  1 amp= 10.0 I= 2.30049066829
sz=  2 amp= 10.0 I= 0.727063492063
sz=  3 amp= 10.0 I= 2.634590376
sz=  4 amp= 10.0 I= 0.699682539683
sz=  5 amp= 10.0 I= 2.65510025123
sz=  6 amp= 10.0 I= 0.530634920635
sz=  7 amp= 10.0 I= 2.55353507139
sz=  8 amp= 10.0 I= 0.458968253968
sz=  9 amp= 10.0 I= 2.32574836477
